Date,Open,High,Low,Close,Volume
2010-01-04,9.315279377173544,9.375664258652384,9.299177305184674,9.367612838745117,16898800
2010-01-05,9.379691866986942,9.379691866986942,9.299179948505499,9.355538368225098,39976400
2010-01-06,9.355533979598828,9.359559688808346,9.242816425208895,9.25086784362793,20048200
2010-01-07,9.25891979236314,9.25891979236314,9.18243284865246,9.214637756347656,14584800
2010-01-08,9.202562219631146,9.283074112163472,9.170357309053088,9.275023460388184,23772400
2010-01-11,9.315280521822794,9.319306232271103,9.194512279676601,9.238794326782227,30477800
2010-01-12,9.186457185561487,9.198534312077353,9.101919603426781,9.138150215148926,19485600
2010-01-13,9.178407341371047,9.238792216476917,9.097895454272525,9.226715087890625,20107400
2010-01-14,9.21866293777731,9.283072749478551,9.206586577974278,9.25086784362793,15013200
2010-01-15,9.266973747213873,9.27502516829739,9.093872033047138,9.122051239013672,27066600
2010-01-19,9.142175031312616,9.279046058654785,9.142175031312616,9.279046058654785,14965600
2010-01-20,9.20658719469758,9.20658719469758,9.045561886832322,9.13010025024414,29398000
2010-01-21,9.158278366731626,9.202560397945252,9.005305263723935,9.03348445892334,25606800
2010-01-22,9.017381798196768,9.017381798196768,8.707409109326834,8.719486236572266,67402400
2010-01-25,8.80000069197488,8.848307675238281,8.743641521066706,8.791949272155762,66680200
2010-01-26,8.77584239633769,8.876482794313239,8.727535435291596,8.767791748046875,32250600
2010-01-27,8.771822868913349,8.86038619736429,8.70741226806402,8.84025764465332,35370000
2010-01-28,8.795974563706602,8.808050925035243,8.550411645682665,8.586642265319824,46278600
2010-01-29,8.667154429778234,8.679230790418211,8.397438036652211,8.43769359588623,53794800
2010-02-01,8.4779511675936,8.554438123453316,8.473925457514069,8.534310340881348,38415000
2010-02-02,8.562491337066897,8.64300325204406,8.51418357381992,8.618849754333496,27391200
2010-02-03,8.586642451613336,8.659103692459754,8.578591032002482,8.638975143432617,29566400
2010-02-04,8.586642763770255,8.602745603577363,8.389387583087169,8.397439002990723,32978200
2010-02-05,8.409517157517028,8.498081259682314,8.337055898591183,8.481978416442871,46507400
2010-02-08,8.494055135027146,8.542362126740223,8.433671011472907,8.445747375488281,45887600
2010-02-09,8.53833437680996,8.59871925376752,8.46184819689477,8.518206596374512,31774800
2010-02-10,8.538333197696598,8.550410324985423,8.4417184828625,8.494051933288574,20846800
2010-02-11,8.494052549291649,8.61482075963621,8.433668444119366,8.582615852355957,30349600
2010-02-12,8.522233591261346,8.614822623748694,8.46990089354154,8.59872055053711,30286000
2010-02-16,8.651051167942699,8.727538108825684,8.626897680020639,8.727538108825684,20466600
2010-02-17,8.767799432955139,8.767799432955139,8.707414526982667,8.751696586608887,17806600
2010-02-18,8.747669839339611,8.824156814776666,8.727542051615806,8.808053970336914,11527600
2010-02-19,8.75974581161863,8.828181355765096,8.747668679889568,8.783899307250977,13535600
