Date,Open,High,Low,Close,Volume
2010-01-04,83.86203369631833,84.62325992004527,83.22021293987673,84.57848358154297,118944600
2010-01-05,84.52623982731122,84.83968557413895,84.22025300742887,84.8023681640625,111579900
2010-01-06,84.72029170982375,85.07105493832472,84.65312719058153,84.86209106445312,116074400
2010-01-07,84.70537088250559,85.32480359556855,84.46655420556837,85.22032165527344,131091100
2010-01-08,84.99642014981153,85.5412236652143,84.8247737050373,85.50390625,126402800
2010-01-11,85.88451106538766,85.92182278190536,85.25761387321361,85.62330627441406,106375700
2010-01-12,85.05612773281226,85.23523880360055,84.49640065449034,84.82477569580078,163333500
2010-01-13,85.04114894961569,85.77999236216395,84.60829792184693,85.54117584228516,161822000
2010-01-14,85.44419274584723,85.92929062949273,85.39195178569081,85.77256774902344,115718800
2010-01-15,85.62331023521338,85.70539829288457,84.48146233527316,84.8098373413086,212283100
2010-01-19,84.79490362621345,85.9218164548361,84.77250976534697,85.86957550048828,139172700
2010-01-20,85.28745647149218,85.41432654139966,84.31726655040133,84.99639892578125,216490200
2010-01-21,85.0188000029724,85.2800048024012,83.25752522134177,83.36200714111328,344859600
2010-01-22,82.98888733711924,83.39189162102672,81.41418762723326,81.50374603271484,345942400
2010-01-25,82.25003645313285,82.39930043950496,81.65299758916112,81.92166137695312,186937500
2010-01-26,81.60072679092188,82.44405240646186,81.3768394183346,81.57833862304688,211168800
2010-01-27,81.47388329354024,82.15302164113513,80.84699161315025,81.96644592285156,271863600
2010-01-28,82.23508959520112,82.27986593150325,80.53352048967243,81.02607727050781,316104000
2010-01-29,81.37682413556031,81.94401562183506,80.01855383247016,80.14542388916016,310677600
2010-02-01,80.71264448897995,81.39924166043562,80.2275465570765,81.39177703857422,187865000
2010-02-02,81.54102158449116,82.53359968978535,81.25742295968982,82.37687683105469,216327900
2010-02-03,82.00375765020485,82.45154392915661,81.72762923120219,81.96644592285156,172730700
2010-02-04,81.33204853768748,81.36936024619418,79.42151027568853,79.43643951416016,356715700
2010-02-05,79.52601977146084,79.76483642536944,78.04834350472578,79.60065460205078,493585800
2010-02-08,79.66034181998519,80.10066333628377,78.9662801403368,79.02598571777344,224166900
2010-02-09,79.95140737090527,80.71263932459121,79.30958658400843,80.0185775756836,337820500
2010-02-10,79.89172260936182,80.30218576178808,79.19019610623185,79.86186981201172,240511500
2010-02-11,79.75737837692637,80.78727414067001,79.2946686138216,80.69771575927734,223591600
2010-02-12,79.84692643611642,80.67532291100596,79.48870431898672,80.63054656982422,304622100
2010-02-16,81.24249440548871,81.98133232077248,80.466339085925,81.89923858642578,159317500
2010-02-17,82.29478192418765,82.39926952236262,81.89924247293054,82.28732299804688,168845100
2010-02-18,82.15300542039779,82.94408448769659,82.12315262810604,82.7724380493164,193708600
2010-02-19,82.55600166316323,83.2649869071679,82.36196137878318,82.94407653808594,222684900
2010-02-22,83.25006484803964,83.27245301705356,82.71272601635542,82.9590072631836,132346900
2010-02-23,82.73511237089707,82.98885253927342,81.73506385745304,81.95149230957031,207497000
2010-02-24,82.19777518976099,82.8395959381219,81.98881135426441,82.70526123046875,176350700
2010-02-25,81.52609454781783,82.65301306972455,81.30220718379572,82.59330749511719,259634700
2010-02-26,82.66794938873923,82.92915989454447,82.17539255672045,82.64556121826172,173589300
2010-03-01,82.98885639258422,83.58590081882517,82.96646822302178,83.5038070678711,147709700
2010-03-02,83.8619984094306,84.13812663912417,83.58586448590188,83.73512268066406,160992400
2010-03-03,83.95160048409996,84.3098283338428,83.60083725664134,83.80980682373047,150785000
2010-03-04,83.92175349243115,84.18296404589701,83.60830766087881,84.06355285644531,135770400
2010-03-05,84.60831627612771,85.33222491660561,84.40681141305254,85.26506042480469,176118800
